movie_info
"Confessions of a Teenage Drama Queen, A teenage girl is convinced that her home city revolves around her until her family packs up and moves to the suburbs, where she finds herself competing for attention., Comedy, Family, Music, 4.7, 2004"
"A Woman of Paris: A Drama of Fate, A kept woman runs into her former fiancé and finds herself torn between love and comfort., Drama, Romance, 6.9, 1923"
"Kim Possible: So the Drama, Kim's heart is quickly captured by the new boy, Eric, who soon becomes her boyfriend. Unknown to Kim, her best friend and sidekick, Ron has developed stronger feelings toward her., Animation, Action, Adventure, 7.1, 2005"
"Eating Out: Drama Camp, Temptations at a drama camp threaten a gay relationship that may already be cooling., Comedy, 5.3, 2011"
"Love Action Drama, A man goes through all kinds of action to impress the girl he is in love with a hope to marry her., Comedy, Romance, 5.2, 2019"
"Drama/Mex, Two interlaced stories unfold over the course of the same long, hot day in the once lush and now decadent resort town of Acapulco. The first involves the beautiful and cool Fernanda, who is forced to deal with the sudden emergence..., Drama, 5.9, 2006"
"Chang: A Drama of the Wilderness, A snapshot of life in the jungles of Northern Siam., Documentary, Adventure, Drama, 6.9, 1927"
"A Little Daytime Drama, In order to save her daytime soap drama from cancellation, head writer Maggie must convince Darin (her real-life ex-boyfriend) to return to the show., Comedy, Romance, 6.4, 2021"
"Drama, Three theater students, influenced by a professor and French theorist Antonin Artaud's acting technique, begin to experiment with their own lives, searching for real emotions and situations to bring onto the stage. Their obsession..., Drama, 4.9, 2010"
"Drama, Three theater students, influenced by a professor and French theorist Antonin Artaud's acting technique, begin to experiment with their own lives, searching for real emotions and situations to bring onto the stage. Their obsession..., Drama, 4.9, 2010"
"Drama, Three theater students, influenced by a professor and French theorist Antonin Artaud's acting technique, begin to experiment with their own lives, searching for real emotions and situations to bring onto the stage. Their obsession..., Drama, 4.9, 2010"
"Family Drama, A dysfunctional family, a serial killer on the loose and when both the worlds meet, it topples many lives ., Drama, 7.3, 2021"
"The Photo-Drama of Creation, The Photo-Drama of Creation, is a four-part Christian film produced by the Watch Tower Bible and Tract Society of Pennsylvania. The film presents the Bible's account of God's plan from the creation of the earth through to the end ..., Documentary, Drama, History, 7.0, 1914"
"Musical Drama Chinese Gospel Choir 19th Performance, Under a starry, quiet and peaceful night sky, a group of Christians earnestly awaiting the return of the Savior sing and dance to cheerful music. When they hear the joyful news ""God has returned"" and ""God has uttered new words"", t..., Drama, 8.4, 2017"
"Circle of Violence: A Family Drama, Georgia Benfield is at a difficult place in her life; her husband, Pete has left her for a younger woman, her teenage son, Chris is unmanageable, and she's struggling financially when her widowed mother, Charlotte moves in. Amid j..., Drama, 6.1, 1986"
